kappa,lambda_reward,condition,mixture,seed,method,split,scope,observational_nll,mae,rmse,signed_bias,logger_id
0.0,0.0,confounded,logger1_heavy,2,no_behavior,test,source,,0.011334930675629778,0.016584167153505344,0.0028572706637577665,2
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,validation,mixture,-2.2918965106742872,0.010930844488668058,0.01742643428099598,-0.0024473236668489415,
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,test,mixture,-2.2778001398730394,0.011840377560039929,0.018420376915970062,-0.0021687066559653414,
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,test,source,,0.011917706785913718,0.018512934036245102,-0.0023094847320755648,0
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,test,source,,0.012013333116777323,0.018451473110852518,-0.0016043969666730828,1
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,test,source,,0.012006337183217843,0.018419249619302087,-0.0016067917363759877,2
0.0,0.0,confounded,logger1_heavy,3,pooled_mlp,validation,mixture,-2.2440422120780834,0.013972853212904614,0.020773883187614108,-0.007974871330382377,
0.0,0.0,confounded,logger1_heavy,3,pooled_mlp,test,mixture,-2.283869039915838,0.013613054905762359,0.01816420742454488,-0.007386808161649522,
0.0,0.0,confounded,logger1_heavy,3,pooled_mlp,test,source,,0.013626787102526381,0.018195310875503187,-0.007394147776911232,0
0.0,0.0,confounded,logger1_heavy,3,pooled_mlp,test,source,,0.013626787102526362,0.01819531087550318,-0.0073941477769112265,1
0.0,0.0,confounded,logger1_heavy,3,pooled_mlp,test,source,,0.013489465134886207,0.01788184198881844,-0.007320751624294101,2
0.0,0.0,confounded,logger1_heavy,3,source_balanced_pooled_mlp,validation,mixture,-2.2612559649487625,0.010596737691001246,0.018760179019394762,-0.003555873707831676,
0.0,0.0,confounded,logger1_heavy,3,source_balanced_pooled_mlp,test,mixture,-2.307652665308688,0.010275682835899148,0.015130660516437135,-0.003213557557501287,
0.0,0.0,confounded,logger1_heavy,3,source_balanced_pooled_mlp,test,source,,0.010299434157570923,0.015140718524028464,-0.0032114660981742075,0
0.0,0.0,confounded,logger1_heavy,3,source_balanced_pooled_mlp,test,source,,0.010299434157570949,0.015140718524028486,-0.003211466098174242,1
0.0,0.0,confounded,logger1_heavy,3,source_balanced_pooled_mlp,test,source,,0.010061920940853241,0.015039835764461251,-0.003232380691445072,2
0.0,0.0,confounded,logger1_heavy,3,source_conditioned_decoder,validation,mixture,-2.2743067917181583,0.010827516365000307,0.018229552758531387,-0.0016694174391847262,
0.0,0.0,confounded,logger1_heavy,3,source_conditioned_decoder,test,mixture,-2.311280482692784,0.010699298369626036,0.015357752249434893,0.0016882967735967615,
0.0,0.0,confounded,logger1_heavy,3,source_conditioned_decoder,test,source,,0.010651073571876576,0.015317581467899404,0.0015608282671579177,0
0.0,0.0,confounded,logger1_heavy,3,source_conditioned_decoder,test,source,,0.011130610502259265,0.015918189715865436,0.0006893249652071934,1
0.0,0.0,confounded,logger1_heavy,3,source_conditioned_decoder,test,source,,0.011700350147273698,0.01632346168187262,0.0037070166334971554,2
0.0,0.0,confounded,logger1_heavy,3,per_source_models,validation,mixture,-2.24428258099403,0.011496877399610507,0.018855894297723344,-0.0025555364744579653,
0.0,0.0,confounded,logger1_heavy,3,per_source_models,test,mixture,-2.277574360345456,0.01155719609697457,0.016440727536052406,-0.0014059261626675203,
