kappa,condition,mixture,lambda_reward,method,metric,n_seeds,mean,sd,ci95_low,ci95_high
0.0,confounded,logger1_heavy,0.005,source_shuffle,top_set_disagreement,5,0.4893203883495145,0.05522518836945384,0.4207492601571423,0.5578915165418867
0.0,confounded,logger1_heavy,0.005,source_shuffle,mean_regret,5,0.0021917262107812264,0.0004229127294397869,0.0016666107002537528,0.0027168417213087
0.0,confounded,logger1_heavy,0.005,no_behavior,mae,5,0.011492173103960295,0.0015248465222373834,0.009598826074511917,0.013385520133408673
0.0,confounded,logger1_heavy,0.005,no_behavior,top_set_disagreement,5,0.4932038834951456,0.03578942731637347,0.44876544008007424,0.537642326910217
0.0,confounded,logger1_heavy,0.005,no_behavior,mean_regret,5,0.0022113737179724653,0.00018213608532974913,0.0019852218980447468,0.002437525537900184
0.0,confounded,logger1_heavy,0.005,source_dependent_reward,mae,5,0.011181437889088,0.0002214209401955227,0.010906507479198791,0.011456368298977209
0.0,confounded,logger1_heavy,0.005,source_dependent_reward,top_set_disagreement,5,0.4368932038834951,0.04843569432717077,0.37675234600944474,0.4970340617575455
0.0,confounded,logger1_heavy,0.005,source_dependent_reward,mean_regret,5,0.001811032614422382,0.00027439125189209656,0.0014703308755259045,0.0021517343533188596
0.0,confounded,logger1_heavy,0.01,pooled_mlp,mae,5,0.013656702849770025,0.0017670973699898485,0.01146256166413307,0.01585084403540698
0.0,confounded,logger1_heavy,0.01,pooled_mlp,top_set_disagreement,5,0.7669902912621358,0.020080378067946363,0.7420572087448463,0.7919233737794253
0.0,confounded,logger1_heavy,0.01,pooled_mlp,mean_regret,5,0.004671292405131576,0.0002200945555192092,0.004398008919342714,0.004944575890920439
0.0,confounded,logger1_heavy,0.01,source_balanced_pooled_mlp,mae,5,0.0128197869759165,0.001085752018425687,0.011471647783660253,0.014167926168172747
0.0,confounded,logger1_heavy,0.01,source_balanced_pooled_mlp,top_set_disagreement,5,0.6970873786407767,0.04387471153419373,0.6426097288971928,0.7515650283843607
0.0,confounded,logger1_heavy,0.01,source_balanced_pooled_mlp,mean_regret,5,0.00397690252843652,0.00045547790032667967,0.0034113520176234386,0.004542453039249602
0.0,confounded,logger1_heavy,0.01,source_conditioned_decoder,mae,5,0.012447282745721796,0.001159135390044738,0.011008026062859364,0.013886539428584227
0.0,confounded,logger1_heavy,0.01,source_conditioned_decoder,top_set_disagreement,5,0.6776699029126213,0.04321327607197539,0.6240135337696092,0.7313262720556334
0.0,confounded,logger1_heavy,0.01,source_conditioned_decoder,mean_regret,5,0.0037221745323841155,0.00043537028223624254,0.00318159092704356,0.00426275813772467
0.0,confounded,logger1_heavy,0.01,per_source_models,mae,5,0.01093272820625034,0.001145101441008282,0.009510896972659102,0.01235455943984158
0.0,confounded,logger1_heavy,0.01,per_source_models,top_set_disagreement,5,0.6401294498381878,0.043981999400891855,0.5855185846130807,0.6947403150632948
0.0,confounded,logger1_heavy,0.01,per_source_models,mean_regret,5,0.003284981116079763,0.0003752308473056653,0.002819070481964824,0.0037508917501947025
0.0,confounded,logger1_heavy,0.01,mechanism_separated,mae,5,0.012695921033415172,0.0009490416573110444,0.011517530174736413,0.013874311892093932
0.0,confounded,logger1_heavy,0.01,mechanism_separated,top_set_disagreement,5,0.7398058252427184,0.0702198257870059,0.6526163956028528,0.8269952548825841
0.0,confounded,logger1_heavy,0.01,mechanism_separated,mean_regret,5,0.0044572350139610705,0.0007341456363550453,0.0035456728078606167,0.005368797220061524
0.0,confounded,logger1_heavy,0.01,oracle_u_aware,mae,5,0.011406543910782631,0.0013873160597640325,0.009683963505243727,0.013129124316321536
